Rk,PER,TS%,3PAr,FTr,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
365,10.4,0.545,0.306,0.237,9.4,1.6,2.5,4.1,0.097,-1.3,1.9,0.6,1.3
366,8.4,0.479,0,0.211,14.1,-0.2,0.5,0.2,0.017,-5.8,-1,-6.9,-0.8
367,19,0.559,0.019,0.545,24.2,3.8,0.6,4.4,0.099,1.8,-1.4,0.3,1.3
368,6.8,0.389,0.169,0.254,23.2,-0.5,0.1,-0.4,-0.112,-4.7,-1.9,-6.6,-0.2
369,13.5,0.553,0,0.71,22.6,0.1,0.1,0.1,0.054,-3.5,-2.3,-5.8,-0.1
370,-5.5,0,1,0,8.6,0,0,0,-0.138,-8.9,-2.9,-11.8,0
371,0,,,,0,0,0,0,0.023,-3.8,-0.6,-4.3,0
372,15.4,0.592,0.027,0.362,19.1,1,0.4,1.5,0.12,-0.8,-0.3,-1.1,0.1
373,7.6,0.406,0.087,0.183,15.9,-0.5,0.4,-0.1,-0.016,-4.5,-0.5,-5,-0.3
373,8.8,0.423,0.096,0.12,15.2,-0.2,0.3,0,0.002,-3.7,-0.1,-3.8,-0.1
373,4.3,0.366,0.063,0.344,17.9,-0.3,0.1,-0.2,-0.066,-7,-1.5,-8.5,-0.2
374,16.4,0.55,0.406,0.282,22.2,2.6,2.3,5,0.121,1.1,0.6,1.7,1.9
375,10.8,0.49,0.007,0.228,16.9,0.2,1.4,1.6,0.07,-3.6,0.1,-3.5,-0.4
376,-0.1,0.237,0,0.125,14.5,-0.3,0.1,-0.1,-0.099,-10.1,0.8,-9.2,-0.1
376,-3.9,0.25,0,0,11.1,-0.1,0,-0.1,-0.159,-8.6,-1.5,-10.1,-0.1
376,2.1,0.233,0,0.167,16.5,-0.2,0.1,-0.1,-0.065,-10.9,2.2,-8.7,-0.1
377,19.2,0.54,0.148,0.304,24.7,1.9,4.5,6.4,0.116,1,1.7,2.8,3.2
378,1.2,0.477,0,0.267,13.5,-0.1,0.1,0,-0.019,-8.9,-1.4,-10.3,-0.1
379,15.3,0.532,0.014,0.251,22.8,0.7,1,1.7,0.11,-2.2,-0.8,-3,-0.2
380,16,0.55,0.005,0.733,17.7,1.1,1.1,2.3,0.149,-1.3,0.5,-0.8,0.2
381,6,0.398,0.333,0.583,16,-0.1,0.1,0,0.005,-4.5,-1.7,-6.2,-0.1
382,5.5,0.41,0.128,0.359,23.5,-0.4,0.1,-0.2,-0.093,-6.5,-0.6,-7.2,-0.2
383,9.8,0.549,0.755,0.13,15.9,0.8,1,1.8,0.074,-0.1,-0.3,-0.4,0.5
384,15.2,0.588,0.599,0.11,19.4,1.1,0.6,1.6,0.126,2.5,-0.4,2.1,0.6
384,16.7,0.624,0.758,0.212,21.5,0.2,0.1,0.3,0.144,4.8,-1,3.8,0.1
384,34,0.919,0.6,0.2,26.2,0.1,0,0.1,0.242,15.3,0.1,15.5,0.1
384,14.1,0.563,0.571,0.087,18.7,0.7,0.5,1.2,0.118,1.5,-0.3,1.3,0.4
385,22.7,0.565,0.016,0.403,30.9,5.4,2.6,8,0.134,2,-0.6,1.4,2.4
386,18.4,0.544,0.109,0.461,24.5,4.4,0.6,5,0.111,1.5,-1.4,0.2,1.2
387,4.4,0.476,0.304,0.29,21.3,-0.3,0,-0.3,-0.083,-5.7,-3.8,-9.5,-0.4
388,9.2,0.478,0.167,0.5,23.3,0,0,0,-0.047,-3.5,-2.5,-6,0
389,12.2,0.535,0.23,0.143,22.9,-0.1,0.3,0.1,0.014,-1.4,-2.2,-3.6,-0.2
389,13.3,0.563,0.156,0.188,23.3,0,0.1,0,0.027,-0.7,-1,-1.8,0
389,12,0.53,0.244,0.134,22.8,-0.1,0.2,0.1,0.011,-1.5,-2.4,-3.9,-0.2
390,14.6,0.521,0.158,0.319,20.3,0.4,1.2,1.7,0.083,-0.8,1.3,0.5,0.6
391,10.5,0.497,0.324,0.249,19.9,0,0.2,0.1,0.008,-1.9,-1.6,-3.5,-0.3
392,4.7,0.378,0.544,0.25,20.1,-0.7,0.3,-0.4,-0.085,-6.2,-0.2,-6.4,-0.3
392,0.6,0.17,0.2,0.4,15.1,-0.1,0,-0.1,-0.135,-6.2,0.8,-5.4,0
392,3.1,0.373,0.476,0.19,14,-0.1,0.1,0,-0.019,-6.4,0,-6.4,-0.1
392,6.4,0.406,0.619,0.262,24.9,-0.5,0.2,-0.3,-0.119,-6.2,-0.4,-6.6,-0.1
393,15.9,0.545,0.322,0.196,24.7,2.8,2.5,5.3,0.1,1,-0.1,0.9,1.9
394,4.7,0.478,0,0.875,8.7,-0.2,0.5,0.3,0.043,-6.5,0.9,-5.7,-0.3
394,4.9,0.487,0,0.897,8.7,-0.1,0.5,0.3,0.045,-6.3,0.8,-5.5,-0.3
394,-13.6,0,0,0,11,0,0,0,-0.179,-23.1,3.2,-19.9,0
395,15.1,0.58,0,0.714,18.9,0.1,0.1,0.2,0.13,-1.9,0.3,-1.7,0
396,10,0.527,0.005,0.172,9.4,0.7,2.6,3.2,0.131,-3.4,2.8,-0.6,0.4
397,18.2,0.536,0.009,0.411,24.9,0.4,1.5,1.8,0.103,-1.8,1.2,-0.6,0.3
398,13.6,0.533,0.006,0.375,17.9,1.4,1.5,2.9,0.079,-1.7,-0.5,-2.2,-0.1
399,11.7,0.531,0.06,0.329,17.8,1,0.6,1.6,0.054,-2.4,-1,-3.3,-0.4
399,11.8,0.525,0.076,0.327,17.3,0.9,0.4,1.3,0.058,-1.8,-0.9,-2.7,-0.2
399,11.3,0.549,0.01,0.337,19.6,0.1,0.2,0.3,0.042,-4.1,-1.3,-5.5,-0.3
400,16.5,0.525,0.297,0.228,24.9,1.9,1.6,3.5,0.095,1.4,-0.4,1,1.3
400,14,0.494,0.278,0.198,25.6,0,0.9,0.9,0.057,0.2,-0.5,-0.3,0.3
400,18.2,0.547,0.311,0.249,24.4,1.9,0.8,2.6,0.123,2.3,-0.4,1.9,1
401,13.3,0.585,0.367,0.419,13.1,2.6,0.7,3.3,0.115,0.1,0,0,0.7
402,13.6,0.648,0,0.601,9.6,2.1,1.1,3.2,0.134,-0.8,2.2,1.4,1
403,13.4,0.555,0.429,0.216,16.7,3.4,3.4,6.8,0.129,0.3,1.4,1.7,2.3
403,13.1,0.567,0.503,0.187,17.2,0.8,0.4,1.2,0.092,0.5,0.3,0.8,0.4
403,13.6,0.55,0.403,0.227,16.6,2.7,3,5.6,0.142,0.2,1.8,2,1.9
404,10.8,0.484,0.083,0.236,17,0,2.2,2.3,0.06,-2.6,0.4,-2.2,-0.1
405,9.7,0.472,0,0.288,12.8,0,0.7,0.7,0.032,-4.4,0.6,-3.8,-0.5
406,5.3,0.285,0.381,0.381,10.4,-0.2,0.2,0,0.008,-5.9,2.8,-3.1,0
407,15.7,0.587,0.221,0.277,16.9,5.6,1.6,7.2,0.126,0.5,0,0.5,1.7
408,14.7,0.468,0.056,0.389,20.5,0.2,0.2,0.5,0.054,0.4,-1,-0.6,0.2
409,15.2,0.56,0.009,0.375,13.3,1.3,0.9,2.2,0.105,-0.9,0.1,-0.8,0.3
410,9.4,0.493,0.369,0.189,16.9,-0.1,0.7,0.5,0.03,-2.4,-0.9,-3.3,-0.3
411,15.9,0.553,0.456,0.164,23.1,2.1,1,3.1,0.091,1,-1.4,-0.4,0.7
412,12.3,0.515,0.44,0.161,19.8,1.1,1,2.1,0.061,-1,-0.5,-1.5,0.2
412,3.4,0.419,0.304,0.087,24.4,-0.1,0,-0.1,-0.082,-7.2,-3.3,-10.5,-0.1
412,12.6,0.518,0.446,0.164,19.6,1.2,1,2.2,0.066,-0.8,-0.4,-1.2,0.3
413,25.6,0.581,0.149,0.471,31.6,8.1,4.7,12.8,0.218,5.5,1.1,6.6,6.1
414,10.6,0.524,0.421,0.239,17,0.2,0.9,1.1,0.092,-2.3,0.9,-1.4,0.1
415,11.3,0.583,0.648,0.186,16.6,0.7,0.4,1.1,0.069,-0.6,-1.2,-1.8,0
416,15.8,0.494,0.118,0.404,23.8,0.3,1.9,2.2,0.041,0,-0.8,-0.8,0.8
417,12.3,0.442,0.013,0.383,8.2,0.5,1.4,1.9,0.072,-1.3,1.3,0,0.6
418,16.2,0.548,0.219,0.439,20.3,2.6,3.6,6.2,0.111,0.4,1.1,1.5,2.4
418,15,0.53,0.182,0.488,20.2,1.3,2.3,3.6,0.092,-0.3,0.7,0.4,1.1
418,18.9,0.59,0.297,0.335,20.5,1.3,1.3,2.6,0.153,1.9,2.1,3.9,1.2
419,5.1,0.378,0.293,0.086,14.3,-0.7,0.5,-0.2,-0.016,-4.8,-0.2,-5,-0.4
420,10.8,0.48,0.429,0.229,15.5,0.1,0.1,0.2,0.065,-2.4,-0.3,-2.7,0
421,16.5,0.581,0.025,0.659,20.9,2.6,0.8,3.4,0.116,0.1,-1,-1,0.3
422,12.8,0.466,0.284,0.236,21.4,0.2,2,2.1,0.093,-1.4,1.1,-0.3,0.5
423,10.2,0.5,0.349,0.267,13.4,0.2,0.8,1,0.03,-1.9,-0.3,-2.1,-0.1
424,11.3,0.491,0.28,0.32,23.6,-0.1,0,0,-0.018,-1.5,-1.2,-2.7,0
425,12.4,0.575,0.388,0.359,17.6,1.4,0.3,1.8,0.077,-0.4,-0.9,-1.3,0.2
426,10.2,0.492,0.119,0.183,20.3,-0.4,0,-0.4,-0.013,-2.5,-2.2,-4.6,-0.9
427,20.4,0.558,0.009,0.314,25.8,4.4,3.4,7.8,0.152,2.2,0.6,2.8,3
428,12.3,0.533,0.275,0.125,16.6,0.1,0.8,0.9,0.093,-0.5,2.3,1.8,0.4
429,9.1,0.474,0.19,0.238,10.1,0.1,0.1,0.2,0.069,-5.5,1.3,-4.2,-0.1
430,23.6,0.538,0.074,0.454,31.6,6.3,3.1,9.4,0.159,4.3,-0.1,4.2,4.4
431,15.3,0.542,0.009,0.292,17.7,1.1,0.7,1.8,0.128,-0.6,-0.5,-1.1,0.2
431,10.1,0.468,0,0.154,15.8,0,0.3,0.3,0.056,-3.9,0.2,-3.7,-0.1
431,17.7,0.571,0.013,0.351,18.6,1.1,0.4,1.6,0.161,1,-0.9,0.1,0.2
432,-17.9,,,,0,0,0,0,0.007,-27.9,0,-27.9,0
433,18,0.587,0.003,0.276,18.9,2,0.8,2.8,0.133,-0.3,-1.1,-1.4,0.2
434,11.4,0.557,0.073,0.409,12.8,0.7,0.8,1.5,0.104,-2.4,1.4,-1,0.2
435,21.1,0.566,0.325,0.423,25.8,6.2,1.1,7.3,0.142,4.3,-1.3,3,3.1
435,22.1,0.587,0.32,0.439,26.2,5.9,0.8,6.7,0.159,5,-1.2,3.7,2.9
435,17,0.463,0.349,0.343,24.2,0.3,0.3,0.6,0.066,1.4,-1.5,-0.1,0.2
436,8.4,0.403,0.567,0,13.2,-0.2,0.4,0.2,0.031,-2.3,0.7,-1.6,0
436,8.5,0.434,0.605,0,13.3,-0.1,0.3,0.2,0.053,-2.6,2.3,-0.3,0.1
436,8.2,0.362,0.517,0,13.1,-0.1,0.1,0,0,-1.8,-1.5,-3.3,0
437,4.8,0.396,0.357,0.095,17.1,-0.6,0.1,-0.5,-0.067,-5.5,-1.4,-6.8,-0.5
438,18.9,0.54,0.318,0.448,27.8,3.5,1.6,5.1,0.141,3,-0.7,2.3,1.9
439,13.5,0.551,0.205,0.324,17.2,2.3,1.7,4,0.102,-0.3,-0.5,-0.8,0.6
440,13.9,0.503,0.334,0.242,24.7,0.4,0.6,1,0.026,-0.1,-2.2,-2.4,-0.2
440,13.8,0.471,0.294,0.221,26,-0.4,0.3,-0.1,-0.005,-0.3,-2.5,-2.8,-0.2
440,14,0.556,0.403,0.28,22.7,0.8,0.3,1.1,0.073,0.1,-1.9,-1.8,0.1
441,14.9,0.585,0.421,0.234,18.7,3.4,0.3,3.7,0.109,1.6,-1.8,-0.2,0.7
442,12.2,0.558,0.551,0.127,15.2,1.4,1.1,2.5,0.089,-0.5,-0.2,-0.7,0.4
443,12.3,0.522,0,0.341,14.5,0.9,1.1,1.9,0.102,-2.3,-0.4,-2.7,-0.2
443,11.3,0.492,0,0.254,14.9,0.2,0.9,1.2,0.078,-2.8,-0.3,-3.1,-0.2
443,15.9,0.638,0,0.744,13,0.6,0.1,0.8,0.188,-0.7,-0.8,-1.5,0
444,6.9,0.427,0.191,0.183,24.7,-0.8,0.2,-0.6,-0.096,-5.3,-0.8,-6,-0.3
444,6.2,0.433,0.164,0.137,23.1,-0.6,0.1,-0.4,-0.102,-5.1,-0.3,-5.4,-0.2
444,8.6,0.416,0.238,0.262,28.8,-0.2,0.1,-0.1,-0.08,-5.7,-1.9,-7.6,-0.1
445,11.2,0.485,0.354,0.207,15.3,1.2,3.2,4.4,0.088,-1.4,1.5,0.2,1.3
446,-4.8,0.125,0.5,0,12.6,-0.1,0,-0.1,-0.179,-11.2,-3.2,-14.3,-0.1
447,15.9,0.54,0,0.265,17.2,0.4,0.4,0.8,0.099,-0.8,-0.6,-1.4,0.1
447,16.2,0.6,0,0.222,17.9,0.3,0.1,0.4,0.091,-0.6,-0.9,-1.5,0
447,15.5,0.472,0,0.315,16.5,0.2,0.2,0.4,0.107,-1.1,-0.3,-1.4,0
448,15,0.539,0.45,0.199,19.3,3.9,1.8,5.8,0.088,1.3,-0.5,0.8,2.2
449,12.1,0.525,0.063,0.269,13,0.2,0.4,0.6,0.038,-0.7,0.7,0,0.4
450,14.5,0.538,0.29,0.244,24.4,2.3,0.4,2.8,0.065,0.6,-1.8,-1.3,0.4
451,12.5,0.525,0.101,0.235,17.3,1.1,1.8,2.9,0.088,-1.6,0.7,-0.9,0.5
452,18.4,0.566,0.026,0.205,22.1,3.2,3,6.2,0.139,0.8,0.3,1,1.6
